what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1401903042260
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1401903042260
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1401903042260
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1401903042260
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1401903042260
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1401903042260
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1401903042260
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1401903042260
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1401903042260
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1401903042260
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1401903042260
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1401903042260
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1401903042260
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1401903042260
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1401903042260
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1401903042260
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1401903042260
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1401903042260
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1401903042260
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1401903042260
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1401903042261
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1401903042261
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1401903042261
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1401903042261
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1401903042261
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1401903042261
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1401903042261
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1401903042261
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1401903042261
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1401903042261
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1401903042261
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1401903042261
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1401903042261
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1401903042261
started,bundle,com.google.appengine.eclipse.core,2.4.2.relr37v201110112027,"com.google.appengine.eclipse.core",1401903042261
started,bundle,com.google.gdt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.core",1401903042261
started,bundle,com.google.gdt.eclipse.designer,2.4.2.r37x201110201842,"com.google.gdt.eclipse.designer",1401903042261
started,bundle,com.google.gdt.eclipse.login,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.login",1401903042261
started,bundle,com.google.gdt.eclipse.platform.e37,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.e37",1401903042261
started,bundle,com.google.gdt.eclipse.platform.shared,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.platform.shared",1401903042261
started,bundle,org.eclipse.wb.core,1.2.0.r37x201110191514,"org.eclipse.wb.core",1401903042261
started,bundle,org.eclipse.wb.core.lib,1.2.0.r37x201110191514,"org.eclipse.wb.core.lib",1401903042261
started,bundle,com.python.pydev.analysis,2.4.0.2012020116,"com.python.pydev.analysis",1401903042261
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1401903042261
started,bundle,org.eclipse.emf.common.ui,2.7.0.v20120130-0943,"org.eclipse.emf.common.ui",1401903042261
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1401903042261
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1401903042261
started,bundle,org.eclipse.emf.edit,2.7.2.v20120130-0943,"org.eclipse.emf.edit",1401903042261
started,bundle,org.eclipse.emf.edit.ui,2.7.0.v20120130-0943,"org.eclipse.emf.edit.ui",1401903042261
started,bundle,org.eclipse.jem,2.0.501.v201111030500,"org.eclipse.jem",1401903042261
started,bundle,org.eclipse.jst.j2ee,1.1.503.v201202090300,"org.eclipse.jst.j2ee",1401903042261
started,bundle,org.eclipse.jst.j2ee.core,1.2.102.v201202090300,"org.eclipse.jst.j2ee.core",1401903042261
started,bundle,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.ui",1401903042261
started,bundle,org.eclipse.jst.jee.ui,1.0.401.v201202011107,"org.eclipse.jst.jee.ui",1401903042261
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1401903042261
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1401903042261
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1401903042261
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1401903042261
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1401903042261
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1401903042261
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147-p001,"org.eclipse.wst.xml.core",1401903042261
started,bundle,org.python.pydev,2.4.0.2012020116,"org.python.pydev",1401903042261
started,bundle,org.python.pydev.core,2.4.0.2012020116,"org.python.pydev.core",1401903042261
started,bundle,org.springframework.ide.eclipse.beans.core,2.9.0.201203011806-RELEASE,"org.springframework.ide.eclipse.beans.core",1401903042261
started,bundle,org.springframework.ide.eclipse.beans.ui,2.9.0.201203011806-RELEASE,"org.springframework.ide.eclipse.beans.ui",1401903042261
started,bundle,org.springframework.ide.eclipse.core,2.9.0.201203011806-RELEASE,"org.springframework.ide.eclipse.core",1401903042261
os,sysinfo,,,"macosx",1401903042266
arch,sysinfo,,,"x86_64",1401903042266
ws,sysinfo,,,"cocoa",1401903042266
locale,sysinfo,,,"en_US",1401903042266
processors,sysinfo,,,"2",1401903042267
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1401903042267
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1401903042267
java.specification.name,sysinfo,,,"Java Platform API Specification",1401903042267
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401903042267
java.specification.version,sysinfo,,,"1.6",1401903042267
java.vendor,sysinfo,,,"Apple Inc.",1401903042267
java.version,sysinfo,,,"1.6.0_65",1401903042267
java.vm.info,sysinfo,,,"mixed mode",1401903042267
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1401903042267
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1401903042267
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1401903042267
java.vm.specification.version,sysinfo,,,"1.0",1401903042267
java.vm.vendor,sysinfo,,,"Apple Inc.",1401903042267
java.vm.version,sysinfo,,,"20.65-b04-462",1401903042267
started,bundle,com.google.gdt.eclipse.designer.hosted,2.4.2.r37x201110201837,"com.google.gdt.eclipse.designer.hosted",1401903042304
started,bundle,com.google.gdt.eclipse.designer.UiBinder,2.4.2.r37x201110201842,"com.google.gdt.eclipse.designer.UiBinder",1401903042314
started,bundle,oracle.eclipse.tools.adf.appgen,4.2.1.201203120349,"oracle.eclipse.tools.adf.appgen",1401903042318
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1401903042525
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1401903042631
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1401903042636
started,bundle,oracle.eclipse.tools.common.services,4.2.1.201203120349,"oracle.eclipse.tools.common.services",1401903042680
started,bundle,oracle.eclipse.tools.common,4.2.1.201203120349,"oracle.eclipse.tools.common",1401903042681
started,bundle,oracle.eclipse.tools.common.ui,4.2.1.201203120349,"oracle.eclipse.tools.common.ui",1401903042681
started,bundle,oracle.eclipse.tools.common.services.ui,4.2.1.201203120349,"oracle.eclipse.tools.common.services.ui",1401903042681
started,bundle,oracle.eclipse.tools.common.upgrade,4.2.1.201203120349,"oracle.eclipse.tools.common.upgrade",1401903042681
started,bundle,oracle.eclipse.tools.orm,4.2.1.201203120349,"oracle.eclipse.tools.orm",1401903042684
started,bundle,oracle.eclipse.tools.spring,4.2.1.201203120349,"oracle.eclipse.tools.spring",1401903042686
started,bundle,oracle.eclipse.tools.weblogic,4.2.1.201203120349,"oracle.eclipse.tools.weblogic",1401903042689
started,bundle,com.google.gwt.eclipse.core,2.4.2.relr37v201110112027,"com.google.gwt.eclipse.core",1401903042704
started,bundle,oracle.eclipse.tools.webtier.common.services,4.2.1.201203120349,"oracle.eclipse.tools.webtier.common.services",1401903042709
started,bundle,oracle.eclipse.tools.application.common.services,4.2.1.201203120349,"oracle.eclipse.tools.application.common.services",1401903042747
started,bundle,oracle.eclipse.tools.webtier.javawebapp,4.2.1.201203120349,"oracle.eclipse.tools.webtier.javawebapp",1401903042748
started,bundle,oracle.eclipse.tools.adf.model,4.2.1.201203120349,"oracle.eclipse.tools.adf.model",1401903042774
started,bundle,oracle.eclipse.tools.adf.view,4.2.1.201203120349,"oracle.eclipse.tools.adf.view",1401903042776
started,bundle,oracle.eclipse.tools.xml.model,4.2.1.201203120349,"oracle.eclipse.tools.xml.model",1401903042781
started,bundle,com.google.gdt.eclipse.suite,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.suite",1401903042783
started,bundle,oracle.eclipse.tools.webtier.jsf,4.2.1.201203120349,"oracle.eclipse.tools.webtier.jsf",1401903042784
started,bundle,oracle.eclipse.tools.webtier.jsp,4.2.1.201203120349,"oracle.eclipse.tools.webtier.jsp",1401903042785
started,bundle,com.google.gdt.eclipse.managedapis,2.4.2.relr37v201110112027,"com.google.gdt.eclipse.managedapis",1401903042789
